age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,jailtime,disparity
0.04599372491198286,-0.1691628936837617,-0.005600697172764194,-0.29996493914342925,-0.15161856869586218,-0.00028853630343603687,-0.002821324459611746,1.0
0.04593575643286192,-0.17011721685821557,-0.0804168245226686,-0.2989927204488118,-0.15199035815979647,-0.0002788830575646064,-0.002813667401220188,0.7999999999999997
0.04602751141154806,-0.17033946096221644,-0.15622943908023543,-0.3013401639579008,-0.15211092749395175,-0.00028483822845406083,-0.002827264028441132,0.6000000000000005
0.04607011917129645,-0.17237193674034246,-0.23208674458370193,-0.2942068201380616,-0.15189514759512374,-0.0002790886282181594,-0.0028184115453496433,0.39999999999999986
0.0459276211018712,-0.17002259067291445,-0.30656072893290875,-0.29588937534086296,-0.15239600448420895,-0.00025667288027890435,-0.002803446486140124,0.19999999999999993
0.045863725682481836,-0.17213048500113978,-0.380698060466648,-0.2962835409784735,-0.15236671430510668,-0.00029583430146571727,-0.002821812981251396,0.0
0.0459558425178881,-0.16723844404986998,-0.45629943705011217,-0.2975507764995801,-0.1522636638315083,-0.00028396822315699343,-0.0028518918144472723,-0.2
0.04639527360271866,-0.1703612711483835,-0.5308486333119847,-0.29468326830939967,-0.15308948735653125,-0.0002925694189637099,-0.0028007805246886095,-0.3999999999999999
0.046348560018803206,-0.17465045482805866,-0.6056098246054917,-0.29173139650551033,-0.1520046976784811,-0.00028980339327707333,-0.0028368280452448825,-0.6000000000000005
0.04621114665163508,-0.17250974109731051,-0.681154345587772,-0.28809732956103273,-0.1526392861460115,-0.0002677331709528775,-0.0028266401962560987,-0.7999999999999997
0.04687600427895466,-0.16953255177763674,-0.7574452351881367,-0.29172930907318134,-0.15317566154738402,-0.00026863414009723407,-0.0028570567900589403,-1.0
